metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
iterations,1777447069,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1777447069,1.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_duration,1777447069,41.893200,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_blocked,1777447069,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_connecting,1777447069,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_tls_handshaking,1777447069,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_sending,1777447069,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_waiting,1777447069,41.893200,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_receiving,1777447069,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_failed,1777447069,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_reqs,1777447069,1.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_duration,1777447069,18.803100,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_blocked,1777447069,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_connecting,1777447069,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_tls_handshaking,1777447069,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_sending,1777447069,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_waiting,1777447069,18.202100,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_receiving,1777447069,0.601000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_failed,1777447069,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
checks,1777447069,1.000000,status is 302,,,,,,,,default,,,,,,,
checks,1777447069,1.000000,redirect exists,,,,,,,,default,,,,,,,
checks,1777447069,1.000000,redirect correct,,,,,,,,default,,,,,,,
checks,1777447069,1.000000,no login error message,,,,,,,,default,,,,,,,
vus,1777447070,1.000000,,,,,,,,,,,,,,,,
vus_max,1777447070,1.000000,,,,,,,,,,,,,,,,
data_sent,1777447070,795.000000,,,,,,,,,default,,,,,,,
data_received,1777447070,30940.000000,,,,,,,,,default,,,,,,,
iteration_duration,1777447070,1062.593200,,,,,,,,,default,,,,,,,
iterations,1777447070,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1777447070,1.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_duration,1777447070,34.195400,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_blocked,1777447070,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_connecting,1777447070,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_tls_handshaking,1777447070,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_sending,1777447070,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_waiting,1777447070,34.195400,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_receiving,1777447070,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_failed,1777447070,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_reqs,1777447070,1.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_duration,1777447070,12.187300,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_blocked,1777447070,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_connecting,1777447070,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_tls_handshaking,1777447070,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_sending,1777447070,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_waiting,1777447070,12.187300,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_receiving,1777447070,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_failed,1777447070,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
checks,1777447070,1.000000,status is 302,,,,,,,,default,,,,,,,
checks,1777447070,1.000000,redirect exists,,,,,,,,default,,,,,,,
checks,1777447070,1.000000,redirect correct,,,,,,,,default,,,,,,,
checks,1777447070,1.000000,no login error message,,,,,,,,default,,,,,,,
vus,1777447071,1.000000,,,,,,,,,,,,,,,,
vus_max,1777447071,1.000000,,,,,,,,,,,,,,,,
data_sent,1777447071,807.000000,,,,,,,,,default,,,,,,,
data_received,1777447071,30961.000000,,,,,,,,,default,,,,,,,
iteration_duration,1777447071,1049.050400,,,,,,,,,default,,,,,,,
iterations,1777447071,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1777447071,1.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_duration,1777447071,17.713400,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_blocked,1777447071,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_connecting,1777447071,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_tls_handshaking,1777447071,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_sending,1777447071,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_waiting,1777447071,17.713400,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_receiving,1777447071,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_failed,1777447071,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_reqs,1777447071,1.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_duration,1777447071,18.074600,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_blocked,1777447071,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_connecting,1777447071,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_tls_handshaking,1777447071,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_sending,1777447071,0.539500,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_waiting,1777447071,16.786900,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_receiving,1777447071,0.748200,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_failed,1777447071,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
checks,1777447071,1.000000,status is 302,,,,,,,,default,,,,,,,
checks,1777447071,1.000000,redirect exists,,,,,,,,default,,,,,,,
checks,1777447071,1.000000,redirect correct,,,,,,,,default,,,,,,,
checks,1777447071,1.000000,no login error message,,,,,,,,default,,,,,,,
vus,1777447072,1.000000,,,,,,,,,,,,,,,,
vus_max,1777447072,1.000000,,,,,,,,,,,,,,,,
data_sent,1777447072,795.000000,,,,,,,,,default,,,,,,,
data_received,1777447072,30940.000000,,,,,,,,,default,,,,,,,
iteration_duration,1777447072,1037.345200,,,,,,,,,default,,,,,,,
iterations,1777447072,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1777447072,1.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_duration,1777447072,36.239700,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_blocked,1777447072,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_connecting,1777447072,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_tls_handshaking,1777447072,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_sending,1777447072,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_waiting,1777447072,35.904500,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_receiving,1777447072,0.335200,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_failed,1777447072,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_reqs,1777447072,1.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_duration,1777447072,10.128400,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_blocked,1777447072,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_connecting,1777447072,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_tls_handshaking,1777447072,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_sending,1777447072,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_waiting,1777447072,9.188600,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_receiving,1777447072,0.939800,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_failed,1777447072,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
checks,1777447072,1.000000,status is 302,,,,,,,,default,,,,,,,
checks,1777447072,1.000000,redirect exists,,,,,,,,default,,,,,,,
checks,1777447072,1.000000,redirect correct,,,,,,,,default,,,,,,,
checks,1777447072,1.000000,no login error message,,,,,,,,default,,,,,,,
vus,1777447073,1.000000,,,,,,,,,,,,,,,,
vus_max,1777447073,1.000000,,,,,,,,,,,,,,,,
data_sent,1777447073,795.000000,,,,,,,,,default,,,,,,,
data_received,1777447073,30940.000000,,,,,,,,,default,,,,,,,
iteration_duration,1777447073,1048.637900,,,,,,,,,default,,,,,,,
iterations,1777447073,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1777447073,1.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_duration,1777447073,33.758200,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_blocked,1777447073,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_connecting,1777447073,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_tls_handshaking,1777447073,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_sending,1777447073,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_waiting,1777447073,32.994400,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_receiving,1777447073,0.763800,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_failed,1777447073,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_reqs,1777447073,1.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_duration,1777447073,9.504200,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_blocked,1777447073,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_connecting,1777447073,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_tls_handshaking,1777447073,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_sending,1777447073,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_waiting,1777447073,9.504200,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_receiving,1777447073,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_failed,1777447073,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
checks,1777447073,1.000000,status is 302,,,,,,,,default,,,,,,,
checks,1777447073,1.000000,redirect exists,,,,,,,,default,,,,,,,
checks,1777447073,1.000000,redirect correct,,,,,,,,default,,,,,,,
checks,1777447073,1.000000,no login error message,,,,,,,,default,,,,,,,
vus,1777447074,1.000000,,,,,,,,,,,,,,,,
vus_max,1777447074,1.000000,,,,,,,,,,,,,,,,
data_sent,1777447074,795.000000,,,,,,,,,default,,,,,,,
data_received,1777447074,30940.000000,,,,,,,,,default,,,,,,,
iteration_duration,1777447074,1046.198100,,,,,,,,,default,,,,,,,
iterations,1777447074,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1777447074,1.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_duration,1777447074,21.986700,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_blocked,1777447074,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_connecting,1777447074,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_tls_handshaking,1777447074,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_sending,1777447074,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_waiting,1777447074,21.428100,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_receiving,1777447074,0.558600,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_failed,1777447074,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_reqs,1777447074,1.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_duration,1777447074,10.465600,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_blocked,1777447074,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_connecting,1777447074,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_tls_handshaking,1777447074,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_sending,1777447074,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_waiting,1777447074,9.452200,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_receiving,1777447074,1.013400,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
http_req_failed,1777447074,0.000000,,,,true,,POST,http://localhost:8047/login?returnurl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnurl=%2F,,
checks,1777447074,1.000000,status is 302,,,,,,,,default,,,,,,,
checks,1777447074,1.000000,redirect exists,,,,,,,,default,,,,,,,
checks,1777447074,1.000000,redirect correct,,,,,,,,default,,,,,,,
checks,1777447074,1.000000,no login error message,,,,,,,,default,,,,,,,
vus,1777447075,1.000000,,,,,,,,,,,,,,,,
vus_max,1777447075,1.000000,,,,,,,,,,,,,,,,
data_sent,1777447075,795.000000,,,,,,,,,default,,,,,,,
data_received,1777447075,30940.000000,,,,,,,,,default,,,,,,,
iteration_duration,1777447075,1033.905700,,,,,,,,,default,,,,,,,
iterations,1777447075,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1777447075,1.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_duration,1777447075,35.659700,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_blocked,1777447075,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_connecting,1777447075,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_tls_handshaking,1777447075,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_sending,1777447075,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_waiting,1777447075,35.659700,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_receiving,1777447075,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
